,n_loans,loan_amount,med_income,n_restaurants,tot_pop,pct_white_alone,pct_black,pct_amind,pct_asian,pct_hispanic,state,aland10,zip,pct_with_loan
3599,20,1038330.7,39761.0,26,33662.0,74.3,10.3,0.3,1.7,10.2,FL,28595928,33952,0.7692307692307693
3602,2,59600.0,47460.0,4,2518.0,98.3,0.2,0.0,0.0,0.6,PA,72740396,15926,0.5
3606,39,6294599.0,79157.0,61,17692.0,89.0,0.1,0.0,1.6,9.0,FL,42222059,34145,0.639344262295082
3608,32,1400991.86,50954.0,69,56308.0,44.8,40.3,0.4,5.5,7.2,LA,53727999,70072,0.463768115942029
3609,1,113900.0,70642.0,6,5823.0,73.3,12.3,0.3,2.8,11.3,LA,8559147,70075,0.16666666666666666
3610,11,1212621.0,92876.0,34,3930.0,92.0,1.7,0.4,2.4,1.6,FL,8861678,34201,0.3235294117647059
3611,12,963909.98,56280.0,29,18184.0,51.3,8.4,7.3,3.3,26.4,AZ,500963994,85139,0.41379310344827586
3613,9,523564.0,69648.0,20,46804.0,70.8,3.9,1.9,1.7,20.4,AZ,86828419,85140,0.45
3615,24,1928759.0,84344.0,79,65881.0,70.8,2.9,0.8,2.3,20.7,AZ,183965218,85142,0.3037974683544304
3616,46,3640747.5,61231.0,67,54216.0,41.3,12.7,0.6,3.2,39.7,IL,48316753,60506,0.6865671641791045
3617,26,1270677.5,95026.0,51,29533.0,86.5,1.9,0.1,2.1,7.6,IL,67277970,60510,0.5098039215686274
3618,9,258343.04,62511.0,29,38235.0,65.3,6.5,0.4,2.8,22.0,AZ,93140698,85143,0.3103448275862069
3625,17,1082573.28,31303.0,53,14942.0,45.1,4.8,4.9,0.6,46.5,CO,20808310,81003,0.32075471698113206
3627,1,62200.0,58327.0,3,3482.0,60.2,31.6,0.4,0.0,4.2,LA,65723159,71033,0.3333333333333333
3628,10,947356.62,43710.0,25,13387.0,73.9,11.6,0.6,0.3,11.3,TX,485476994,75644,0.4
3630,4,92032.6,30439.0,6,3048.0,28.7,0.5,2.0,0.0,69.6,AZ,96647122,85173,0.6666666666666666
3633,2,173437.0,55788.0,11,7472.0,60.1,0.7,7.5,1.9,29.5,AZ,196568723,85194,0.18181818181818182
3634,30,3234324.94,38180.0,94,51519.0,46.1,5.9,4.7,2.4,38.1,AZ,24181653,85201,0.3191489361702128
3635,48,2351018.0,48465.0,101,39245.0,53.5,4.8,5.7,3.2,30.3,AZ,16287983,85202,0.4752475247524752
3637,23,1199873.8199999998,83727.0,25,46286.0,64.6,26.2,0.2,1.2,4.5,GA,236409625,30252,0.92
3638,72,4846284.180000001,65675.0,144,55176.0,34.2,51.6,0.1,4.8,6.2,GA,125460728,30253,0.5
3640,1,8222.0,46691.0,3,4345.0,80.0,15.2,0.0,0.0,4.1,GA,114432604,30257,0.3333333333333333
3643,16,2591080.75,50953.0,39,39069.0,56.4,4.7,4.3,1.1,31.6,AZ,23729702,85203,0.41025641025641024
3644,31,1555582.24,46834.0,87,25487.0,10.5,54.0,0.0,19.6,14.9,GA,29196558,30260,0.3563218390804598
3645,30,2872359.93,55699.0,70,58705.0,61.8,26.7,0.1,1.4,7.6,GA,517337276,30263,0.42857142857142855
3646,35,3359490.65,83485.0,80,34690.0,72.5,14.0,0.4,4.2,6.6,GA,110252628,30265,0.4375
3647,31,3048601.04,50801.0,102,69278.0,44.5,2.2,2.5,1.8,46.9,AZ,25656766,85204,0.30392156862745096
3648,25,1142944.5699999998,52936.0,70,42171.0,80.4,1.7,1.8,1.1,13.4,AZ,25351582,85205,0.35714285714285715
3649,24,1881943.42,50741.0,78,36901.0,73.9,5.7,1.1,1.0,17.2,AZ,24706996,85206,0.3076923076923077
3650,16,881255.37,70213.0,25,49727.0,77.9,2.3,0.9,1.3,16.1,AZ,77323590,85207,0.64
3651,2,129551.0,50092.0,26,37967.0,72.0,1.9,0.8,1.7,22.7,AZ,23262670,85208,0.07692307692307693
3652,5,278690.82,51902.0,11,10434.0,47.4,41.4,0.0,1.3,10.6,GA,169379134,30268,0.45454545454545453
3653,62,4596772.42,95837.0,123,35904.0,75.6,6.4,0.1,5.7,8.5,GA,64962518,30269,0.5040650406504065
3654,4,46781.35,58690.0,4,14663.0,12.1,67.1,0.0,3.3,10.9,GA,16933187,30273,1.0
3655,23,1048653.0899999999,41676.0,47,35347.0,7.1,78.8,0.1,3.5,9.7,GA,27370060,30274,0.48936170212765956
3657,12,629740.52,78604.0,15,15245.0,86.3,8.0,0.4,0.2,4.5,GA,254397767,30276,0.8
3658,16,1210904.33,61619.0,56,40201.0,76.0,2.0,0.6,2.5,16.3,AZ,28712313,85209,0.2857142857142857
3659,3,116101.0,83424.0,10,22247.0,83.5,6.4,0.0,1.4,6.4,GA,115185542,30277,0.3
3660,49,2624534.81,58003.0,122,67533.0,37.1,47.8,0.1,4.3,8.6,GA,181830076,30281,0.4016393442622951
3662,21,2637725.6,40811.0,70,40919.0,37.1,7.3,2.3,1.7,49.3,AZ,17051571,85210,0.3
3663,18,776235.05,89325.0,33,33724.0,72.6,2.6,0.9,3.9,17.5,AZ,91778902,85212,0.5454545454545454
3665,27,2032278.23,34568.0,41,22085.0,65.6,29.8,0.1,0.4,2.7,GA,502935734,30286,0.6585365853658537
3666,1,35400.0,54365.0,4,9230.0,6.8,74.2,0.0,1.3,14.1,GA,20242368,30288,0.25
3667,6,634351.0,65278.0,24,36902.0,73.7,3.8,1.9,2.1,16.2,AZ,24529140,85213,0.25
3668,25,2394710.2,70715.0,48,16929.0,85.4,1.6,0.8,1.1,9.7,AZ,214484428,85215,0.5208333333333334
3669,42,2910820.2,69846.0,115,44333.0,59.9,4.4,2.1,8.7,20.9,AZ,24166320,85224,0.3652173913043478
3670,7,410239.2,106866.0,10,10109.0,78.8,1.0,0.8,8.0,10.1,IL,5244523,60514,0.7
3672,46,6056237.140000001,88949.0,114,28566.0,87.0,2.5,0.2,5.3,4.0,IL,29197878,60515,0.40350877192982454
3675,8,273577.16000000003,44821.0,8,10790.0,73.8,17.7,0.2,1.8,4.1,FL,541188724,32640,1.0
3676,6,85393.65,36885.0,8,14989.0,23.7,70.4,0.0,0.0,2.4,FL,128513148,32641,0.75
3677,42,3127906.8,61078.0,82,70066.0,49.5,7.0,1.8,6.3,32.8,AZ,33186990,85225,0.5121951219512195
3678,59,4807710.02,85308.0,138,38884.0,61.9,5.0,2.9,9.9,18.3,AZ,207396375,85226,0.427536231884058
3679,7,324160.0,56108.0,10,11207.0,81.7,7.0,1.0,0.5,8.5,FL,303495828,32643,0.7
3681,2,96801.0,65427.0,4,13168.0,70.2,15.0,0.1,7.2,5.7,FL,101343790,32653,0.5
3682,5,288462.7,46256.0,13,14433.0,92.0,0.6,0.0,1.5,3.9,FL,146654652,32656,0.38461538461538464
3684,17,745655.51,85419.0,64,35284.0,66.7,2.7,0.4,7.1,20.0,AZ,25201835,85233,0.265625
3687,39,2779807.55,83210.0,100,49894.0,71.2,2.6,1.8,4.7,17.6,AZ,30766272,85234,0.39
3688,33,3191713.64,72489.0,72,33302.0,74.4,2.0,1.8,10.3,8.9,AZ,78370628,85248,0.4583333333333333
3689,26,2565416.46,107333.0,41,39052.0,71.8,4.1,0.9,9.7,11.0,AZ,35774410,85249,0.6341463414634146
3690,14,2108958.0,72238.0,42,17734.0,84.7,0.8,1.8,2.0,9.5,AZ,24391913,85250,0.3333333333333333
3691,121,19333613.44,61379.0,206,41575.0,72.8,1.9,0.7,2.5,20.0,AZ,19085970,85251,0.587378640776699
3695,20,2908906.41,91242.0,79,31063.0,35.1,9.7,0.4,18.6,34.3,CA,11092562,90712,0.25316455696202533
3696,16,1811041.04,156655.0,43,18643.0,85.7,1.5,0.5,4.8,5.1,AZ,46569318,85253,0.37209302325581395
3697,9,354164.0,63629.0,27,22499.0,88.8,6.0,0.1,0.8,4.7,NY,8889741,14223,0.3333333333333333
3698,47,3710317.0,67691.0,59,40590.0,96.6,0.9,0.1,0.5,1.4,NY,52508795,14224,0.7966101694915254
3699,37,3269208.5,49516.0,100,33328.0,78.5,13.8,0.2,2.2,3.0,NY,30671432,14225,0.37
3701,18,1739898.0,44019.0,37,14630.0,93.9,1.3,0.5,1.1,1.2,OH,293439149,45631,0.4864864864864865
3702,43,3234172.8,69746.0,88,29700.0,74.2,10.2,0.9,6.4,4.9,NY,17921999,14226,0.48863636363636365
3704,84,6702978.88,45844.0,129,42623.0,68.6,24.7,0.2,2.5,3.0,MS,997366459,38655,0.6511627906976745
3708,9,699612.0,54525.0,21,21846.0,88.2,4.6,0.2,3.8,2.6,NY,22403382,14227,0.42857142857142855
3709,22,2407279.2199999997,54132.0,54,22103.0,70.4,9.4,0.3,12.9,5.1,NY,40962173,14228,0.4074074074074074
3710,7,341045.5,57604.0,17,7101.0,94.8,0.2,0.0,1.9,1.2,NY,101792033,14414,0.4117647058823529
3712,4,159135.0,59514.0,3,3528.0,90.8,0.5,0.1,1.8,1.0,NY,96427266,14416,1.3333333333333333
3714,17,1058623.0,57320.0,34,20925.0,86.5,2.9,0.0,1.5,7.9,NY,156746885,14420,0.5
3715,10,281426.42,40364.0,17,12375.0,75.0,16.9,0.1,0.1,7.5,MS,512174063,38663,0.5882352941176471
3716,6,377923.12,40890.0,8,3074.0,15.8,78.8,0.0,3.7,1.7,MS,238594469,38664,0.75
3718,3,152509.0,32465.0,8,6613.0,41.4,57.0,0.2,0.0,1.8,MS,352676929,38666,0.375
3719,12,395832.0,55077.0,25,14215.0,62.5,34.0,0.2,0.4,2.4,MS,404173327,38668,0.48
3721,39,2498036.8,51127.0,95,37554.0,62.3,27.1,0.1,1.5,6.3,MS,57600619,38671,0.4105263157894737
3722,19,1310187.5,97480.0,26,13535.0,71.6,21.5,0.0,3.3,2.3,MS,33831831,38672,0.7307692307692307
3725,3,198900.0,30932.0,9,6271.0,18.1,80.9,0.0,0.1,0.5,MS,548253887,38676,0.3333333333333333
3726,17,793500.0,27317.0,36,12594.0,57.3,29.6,1.4,0.8,6.5,NY,4330713,14301,0.4722222222222222
3728,18,698835.0,27148.0,35,5805.0,59.6,20.6,3.7,2.8,8.5,NY,6362014,14303,0.5142857142857142
3729,32,1855958.18,53797.0,93,29375.0,87.4,3.7,1.6,2.0,2.4,NY,57462774,14304,0.34408602150537637
3730,4,213012.71,35712.0,12,16683.0,61.8,30.5,0.7,0.6,3.9,NY,21263045,14305,0.3333333333333333
3731,7,478805.0,50084.0,15,14176.0,79.7,12.4,0.2,1.1,5.0,NY,293400839,14411,0.4666666666666667
3733,4,98837.0,55750.0,7,4631.0,91.6,2.2,0.0,1.9,2.7,NY,130732816,14423,0.5714285714285714
3734,34,2534885.0,62717.0,67,27717.0,93.6,1.4,0.4,0.7,2.6,NY,329298491,14424,0.5074626865671642
3735,6,590300.0,68330.0,15,11848.0,88.8,3.6,0.7,0.9,5.2,NY,48376732,14425,0.4
3737,2,87800.0,69930.0,7,7439.0,95.6,1.1,0.0,0.2,2.0,NY,132442353,14428,0.2857142857142857
3738,4,112488.0,59550.0,7,6297.0,93.3,2.1,0.0,0.0,3.8,NY,100072255,14432,0.5714285714285714
3739,3,101100.0,54542.0,4,4350.0,91.4,1.3,0.1,0.9,4.8,NY,171381952,14433,0.75
3743,3,225757.0,92500.0,5,4504.0,95.5,0.0,0.0,0.9,1.1,VT,120206393,05477,0.6
3744,18,1016714.1,61576.0,32,14802.0,92.9,1.2,0.0,1.0,1.1,VT,156663190,05478,0.5625
3746,2,153713.1,85089.0,4,1666.0,93.1,1.8,0.8,0.9,1.4,VT,38682122,05486,0.5
3749,20,1998873.5,104125.0,51,22786.0,87.1,7.0,0.0,2.6,2.5,OH,53889934,44011,0.39215686274509803
3751,6,365044.0,70768.0,11,5803.0,97.4,0.1,0.0,0.0,1.9,VT,223223174,05491,0.5454545454545454
3752,37,5052523.2,61069.0,90,6505.0,68.6,16.7,0.2,4.7,6.9,VA,10799220,23230,0.4111111111111111
3756,14,1059253.0,85480.0,29,10148.0,92.7,1.7,0.1,1.5,1.6,VT,86930878,05495,0.4827586206896552
3757,13,979440.41,65779.0,36,11785.0,92.8,1.2,0.2,1.6,1.9,VT,210287416,05602,0.3611111111111111
3759,14,890924.0,53434.0,33,16382.0,95.4,0.9,0.0,0.2,2.0,VT,140074118,05641,0.42424242424242425
3769,2,84277.0,44964.0,7,3587.0,95.4,1.1,0.7,0.5,1.8,VT,120922167,05656,0.2857142857142857
3773,2,369210.0,43324.0,6,4595.0,42.8,0.0,1.8,3.7,50.9,AZ,145319584,85539,0.3333333333333333
3774,6,165996.0,15204.0,15,3417.0,73.9,18.5,0.1,0.9,2.2,PA,3836793,15901,0.4
3775,4,315191.0,31783.0,5,11212.0,81.1,11.0,0.2,0.2,2.1,PA,23599672,15902,0.8
3776,17,2192392.0,56828.0,57,15812.0,92.1,2.1,0.2,0.8,3.5,PA,79419581,15904,0.2982456140350877
3777,22,1303322.35,54894.0,27,19859.0,94.6,1.4,0.0,0.9,1.3,PA,92832575,15905,0.8148148148148148
3778,6,125949.0,32736.0,8,11159.0,82.4,9.3,0.0,0.0,2.6,PA,90223905,15906,0.75
3779,2,28747.0,51122.0,4,5184.0,97.5,1.6,0.0,0.3,0.4,PA,44615276,15909,0.5
3784,1,150000.0,74796.0,5,3176.0,42.3,3.0,9.1,0.7,46.6,AZ,259325576,85540,0.2
3785,67,5882665.76,53506.0,159,63425.0,4.3,0.2,0.4,60.0,34.7,CA,16634978,91770,0.42138364779874216
3788,26,1280437.0,84355.0,74,34496.0,45.0,3.3,0.9,14.7,34.2,CA,37044284,91773,0.35135135135135137
3793,2,55115.0,54429.0,5,3345.0,94.6,0.0,0.1,0.0,4.8,WI,68659842,53048,0.4
3794,3,203800.0,82731.0,4,3127.0,94.7,0.0,0.2,0.0,4.5,WI,102836807,53049,0.75
3797,4,76018.0,44981.0,5,3164.0,97.9,1.0,0.1,0.9,0.0,IL,102534709,61422,0.8
3798,9,825391.28,56329.0,13,6679.0,94.9,0.0,0.0,1.1,2.2,WI,177484405,53050,0.6923076923076923
3800,1,40700.0,55938.0,4,2561.0,97.3,0.5,0.4,0.0,1.6,MN,315400778,56467,0.25
3801,1,7700.0,42464.0,4,4015.0,97.1,0.3,0.0,0.0,1.2,IN,129118694,47512,0.25
3803,20,677560.58,39632.0,58,16888.0,35.4,43.4,0.7,0.3,20.8,LA,18325996,70062,0.3448275862068966
3804,38,2099348.81,59243.0,90,51377.0,49.0,18.0,0.3,5.7,25.9,LA,20830947,70065,0.4222222222222222
3805,8,446075.0,67659.0,14,4483.0,98.1,0.0,0.2,0.4,1.0,MN,133592085,56468,0.5714285714285714
3806,1,20286.0,45556.0,4,2888.0,88.6,0.0,4.9,0.0,2.9,LA,27140729,70067,0.25
3807,30,2154891.32,61252.0,54,34262.0,38.0,51.3,0.0,1.4,6.6,LA,138812903,70068,0.5555555555555556
3808,9,325479.67,82218.0,18,13875.0,75.5,16.9,0.8,2.1,3.7,LA,239149868,70070,0.5
3809,55,5871791.4399999995,53580.0,117,408.0,56.1,19.1,0.0,16.9,1.7,MN,460409,55402,0.4700854700854701
3812,1,19885.0,75250.0,3,1759.0,92.7,0.0,0.0,0.0,1.7,LA,27695900,70080,0.3333333333333333
3815,3,23410.0,42870.0,5,6436.0,42.8,52.0,0.0,0.0,4.8,LA,39146218,70084,0.6
3819,1,25027.0,49167.0,7,7665.0,42.4,40.6,0.3,1.3,15.0,LA,32683124,70087,0.14285714285714285
3820,6,790021.24,158906.0,4,4959.0,58.8,0.0,0.0,32.4,7.0,NJ,5372284,07627,1.5
3821,35,3062805.0,88394.0,91,35681.0,86.3,6.1,0.4,2.8,2.4,MD,36480764,21014,0.38461538461538464
3822,28,1860086.0,81068.0,84,38013.0,49.6,14.4,0.2,14.8,18.5,IL,22923180,60504,0.3333333333333333
3827,19,772159.0,49423.0,55,77190.0,14.8,8.2,0.7,1.0,75.7,IL,28982168,60505,0.34545454545454546
3828,11,440971.59,87409.0,10,14202.0,56.0,31.3,1.0,4.9,4.2,AL,198324446,35756,1.1
3829,2,50800.0,92018.0,7,16379.0,64.4,26.7,0.6,1.0,4.4,AL,31123668,35757,0.2857142857142857
3831,51,2503249.58,85353.0,120,45736.0,69.3,15.1,0.7,5.6,5.6,AL,69612631,35758,0.425
3833,6,259242.5,87260.0,14,7606.0,68.0,24.2,2.2,1.9,1.7,AL,42088939,35759,0.42857142857142855
3834,12,808844.7,81033.0,23,18880.0,68.7,5.5,0.5,1.9,22.9,IL,8172342,60513,0.5217391304347826
3835,2,90170.0,49832.0,5,4869.0,95.4,0.2,0.9,0.1,0.1,AL,137068398,35760,0.4
3840,14,1250970.0,124605.0,21,21772.0,87.8,3.0,0.0,3.2,3.2,MD,25280930,21012,0.6666666666666666
3842,23,2812760.8499999996,56497.0,47,19942.0,84.5,5.3,0.9,3.1,4.7,PA,161378259,17837,0.48936170212765956
3843,11,419075.5,96713.0,39,27372.0,36.4,6.9,0.4,27.2,28.7,NJ,7277468,07621,0.28205128205128205
3844,17,1126864.24,132719.0,33,8577.0,54.9,1.6,0.0,38.4,4.0,NJ,8146205,07624,0.5151515151515151
3845,8,365076.32,138256.0,14,8730.0,60.5,0.4,0.0,31.9,6.6,NJ,5321363,07626,0.5714285714285714
3848,4,69229.0,123808.0,10,7611.0,69.3,0.6,0.0,10.5,18.9,NJ,5777096,07630,0.4
3849,20,1569923.1400000001,107392.0,46,29192.0,81.7,7.3,0.1,4.5,4.5,MD,80110877,21015,0.43478260869565216
3850,1,108200.0,79390.0,8,6597.0,58.9,27.0,0.3,3.4,6.4,MD,7118169,21017,0.125
3851,3,73967.0,107218.0,6,3021.0,90.7,1.0,0.0,4.2,3.1,MD,35211818,21028,0.5
3862,2,88432.62,44288.0,5,6278.0,88.5,0.0,4.2,2.5,1.4,MO,201073513,64865,0.4
3865,12,744372.0,51270.0,31,15153.0,87.7,2.1,2.1,0.1,6.1,MO,88082089,64870,0.3870967741935484
3867,1,20100.0,35114.0,4,754.0,98.0,0.0,0.0,0.0,0.0,NY,35661291,12434,0.25
3869,42,9231352.969999999,48934.0,68,2791.0,46.1,38.7,0.0,5.3,9.2,LA,2258659,70112,0.6176470588235294
3872,30,2669225.0,48685.0,82,27613.0,81.0,3.0,5.5,4.4,4.4,WI,30441009,54304,0.36585365853658536
3874,2,46221.88,33833.0,5,290.0,100.0,0.0,0.0,0.0,0.0,NY,20285986,12439,0.4
3875,3,161800.0,70227.0,5,1999.0,88.9,6.4,0.3,1.2,2.7,NY,59870571,12440,0.6
3880,4,220657.0,59472.0,7,4902.0,79.0,3.2,0.1,0.0,7.8,NY,175883774,12446,0.5714285714285714
3882,44,4653935.17,74100.0,121,49703.0,69.5,13.5,0.2,4.6,8.9,VA,42591343,23455,0.36363636363636365
3883,20,1611102.0,63930.0,42,35700.0,83.3,1.2,0.6,4.3,8.7,WI,166019216,54311,0.47619047619047616
3885,65,4042352.36,104280.0,116,54216.0,66.3,14.5,0.3,8.2,5.8,VA,127948423,23456,0.5603448275862069
3886,19,1138089.0,84405.0,38,38120.0,91.9,0.5,2.2,2.2,1.6,WI,155453674,54313,0.5
3888,3,129431.0,27104.0,13,13244.0,18.8,60.3,1.0,2.3,18.9,NY,1598723,11239,0.23076923076923078
3892,3,104765.0,52826.0,4,3433.0,75.5,7.8,0.4,2.2,7.7,NY,9378976,12449,0.75
3894,1,150000.0,52706.0,5,6435.0,88.2,0.6,0.2,0.5,8.9,MI,307593419,49028,0.2
3900,4,118794.0,64896.0,6,25041.0,70.4,2.8,0.1,2.2,22.2,FL,19712778,33967,0.6666666666666666
3901,3,63000.0,55341.0,9,832.0,96.8,0.0,0.0,1.3,1.7,WI,65998150,54246,0.3333333333333333
3903,65,3472566.9699999997,69203.0,169,59324.0,62.4,20.0,0.2,4.1,8.7,VA,38323945,23452,0.38461538461538464
3905,24,1258278.86,16083.0,20,7699.0,14.7,79.4,0.0,0.7,7.9,LA,2633108,70113,1.2
3908,24,1822502.0,57213.0,36,21939.0,79.7,3.0,3.3,0.8,9.9,WI,16831163,54301,0.6666666666666666
3909,13,456325.0,67133.0,34,36138.0,46.5,25.2,0.3,12.1,11.5,VA,24006629,23453,0.38235294117647056
3910,9,315414.3,50212.0,25,27255.0,35.1,26.5,0.0,1.8,35.7,FL,43602183,33971,0.36
3911,28,2320271.0,41402.0,57,31137.0,53.0,3.6,1.6,4.6,33.1,WI,24801232,54302,0.49122807017543857
3912,53,3803740.51,76116.0,158,66057.0,74.8,2.1,0.7,5.4,13.8,AZ,44236936,85308,0.33544303797468356
3913,34,2581932.45,49505.0,62,41387.0,86.6,3.9,0.2,2.3,4.4,KY,124133827,42303,0.5483870967741935
3918,1,24250.0,50000.0,3,705.0,98.3,0.0,0.0,0.0,1.6,SD,245948713,57237,0.3333333333333333
3919,30,3399870.92,40238.0,76,27718.0,72.5,6.5,3.4,4.5,9.7,WI,28232407,54303,0.39473684210526316
3921,74,5463936.78,76080.0,157,59699.0,72.2,13.3,0.4,3.8,6.4,VA,77902200,23454,0.4713375796178344
3925,2,10939.95,43451.0,4,2802.0,93.3,2.8,0.1,0.0,1.1,MO,531454809,65281,0.5
3930,27,3167409.8400000003,69059.0,56,28425.0,19.3,17.5,0.3,7.5,53.7,CA,13953465,91103,0.48214285714285715
3931,11,1152954.53,102326.0,29,19649.0,80.8,1.4,0.1,4.9,11.2,AZ,23608566,85310,0.3793103448275862
3947,1,35700.0,50634.0,5,3121.0,98.7,0.0,0.2,0.4,0.3,NY,99287993,12919,0.2
3952,25,3269791.9699999997,41879.0,51,33830.0,84.9,3.7,0.1,0.5,8.1,MO,623247408,65301,0.49019607843137253
3965,15,780812.0,48893.0,40,18925.0,77.6,1.8,1.1,0.3,19.1,KS,635722409,67530,0.375
3967,2,65892.0,50816.0,3,2998.0,87.2,3.5,2.8,0.0,5.3,KS,533656168,67544,0.6666666666666666
3970,3,55796.0,49539.0,3,1902.0,77.7,0.9,0.0,0.6,19.2,KS,779589544,67547,1.0
3971,32,2899233.65,96692.0,60,25794.0,42.4,3.1,0.3,30.0,19.5,CA,8834547,91030,0.5333333333333333
3972,9,712929.0,81940.0,29,20207.0,63.3,1.1,0.4,10.9,22.5,CA,21245970,91040,0.3103448275862069
3973,10,884238.94,55507.0,25,26631.0,61.5,2.2,0.4,7.0,26.1,CA,129204684,91042,0.4
3975,48,7555450.63,65592.0,116,21394.0,37.2,6.8,0.7,24.4,29.3,CA,3444752,91101,0.41379310344827586
3976,2,224693.91999999998,57692.0,4,1732.0,71.3,1.5,10.9,0.2,18.1,NV,6601005407,89835,0.5
3977,25,772532.05,74011.0,55,37974.0,39.9,9.0,0.2,10.5,38.2,CA,9856461,91104,0.45454545454545453
3979,52,7663951.26,122917.0,109,12191.0,56.3,5.7,0.1,18.7,14.2,CA,9562008,91105,0.47706422018348627
3980,16,479692.0,19130.0,30,27419.0,3.5,38.6,0.6,1.2,58.7,PA,3368229,19133,0.5333333333333333
3981,22,1595370.0,80291.0,63,25375.0,36.9,7.4,0.3,23.0,28.5,CA,7628388,91106,0.3492063492063492
3982,2,64800.0,32635.0,8,4370.0,31.5,0.0,34.9,1.1,33.5,AZ,3989227703,85321,0.25
3983,47,11831238.0,95630.0,108,32364.0,40.9,6.0,0.2,24.4,25.8,CA,21311991,91107,0.4351851851851852
3985,15,1112200.0,158884.0,27,13538.0,31.4,2.0,0.0,58.5,4.4,CA,9871076,91108,0.5555555555555556
3986,62,6594684.6,35391.0,86,11384.0,48.6,44.6,0.1,0.4,4.3,LA,3345135,70116,0.7209302325581395
3987,32,7809109.3,54707.0,57,34569.0,38.7,20.4,0.4,2.5,37.8,TX,17979287,78723,0.5614035087719298
3988,1,39200.0,45887.0,8,24779.0,10.6,23.4,1.4,0.1,65.2,TX,64010044,78724,0.125
3990,10,756731.69,77935.0,24,13867.0,59.8,4.3,0.0,17.0,13.8,TX,28204420,78726,0.4166666666666667
3991,1,45490.0,47067.0,4,7147.0,85.5,10.3,0.0,0.4,1.7,FL,141622218,32666,0.25
3992,3,223932.5,52500.0,5,4090.0,72.7,19.1,0.0,0.0,5.0,FL,241080624,32667,0.6
3993,14,1732951.0,78542.0,48,29509.0,52.0,6.5,1.0,19.2,18.4,TX,22190814,78727,0.2916666666666667
3995,10,750200.51,69439.0,20,13098.0,78.4,9.3,0.0,2.8,7.4,FL,268165193,32669,0.5
3996,4,165469.5,36117.0,4,10111.0,90.3,3.0,0.4,0.1,4.1,FL,647248053,32680,1.0
3997,13,779446.6699999999,55099.0,21,21480.0,41.4,15.7,0.4,9.2,31.2,TX,21004796,78728,0.6190476190476191
3998,11,539525.93,56002.0,18,20697.0,78.4,5.4,0.0,2.4,12.4,FL,53562776,32713,0.6111111111111112
4000,11,474197.33,76832.0,28,29315.0,61.3,6.1,0.0,9.3,20.7,TX,23786163,78729,0.39285714285714285
4001,8,276908.87,39851.0,28,32399.0,2.6,92.6,0.0,0.6,1.7,PA,4462092,19138,0.2857142857142857
4002,43,2501725.52,44146.0,86,31819.0,71.5,11.7,0.3,1.4,13.1,FL,162674055,32720,0.5
4003,13,1272779.08,47182.0,35,36047.0,73.6,8.5,0.2,1.2,15.4,FL,245392167,32724,0.37142857142857144
4004,5,450984.0,112333.0,8,9186.0,73.7,1.1,0.0,6.4,14.2,TX,37754254,78730,0.625
4005,22,2933563.7399999998,94048.0,40,27175.0,76.9,1.7,0.3,8.3,10.4,TX,22438250,78731,0.55
4006,11,362683.8,48830.0,20,48008.0,52.7,9.8,0.4,2.2,35.0,FL,59343752,32725,0.55
4007,25,2581481.67,42208.0,44,22377.0,62.1,19.7,0.4,0.2,14.8,FL,31654419,32726,0.5681818181818182
4009,9,1330800.8399999999,156599.0,17,17849.0,69.2,1.5,0.0,11.6,15.6,TX,34535171,78732,0.5294117647058824
4010,3,80812.18,154543.0,4,8611.0,74.2,0.2,0.0,14.4,8.0,TX,29661287,78733,0.75
4011,31,5951650.95,115458.0,58,18745.0,78.1,2.2,0.2,2.4,13.7,TX,52123854,78734,0.5344827586206896
4012,26,6903843.44,97636.0,34,17923.0,67.1,3.2,0.1,7.4,21.3,TX,53217085,78735,0.7647058823529411
4013,7,326687.19,109012.0,8,9047.0,77.7,0.3,0.2,3.0,15.8,TX,75073950,78736,0.875
4014,13,891505.0,132245.0,15,16160.0,75.6,2.6,0.0,3.5,15.0,TX,98278033,78737,0.8666666666666667
4015,38,3722304.87,130699.0,55,15589.0,78.9,1.4,0.0,7.6,10.4,TX,44016890,78738,0.6909090909090909
4016,8,882381.0,150000.0,7,20312.0,69.8,3.1,0.1,10.6,14.3,TX,29580312,78739,1.1428571428571428
4017,25,1731721.48,41852.0,68,52716.0,29.1,12.6,1.3,4.1,52.6,TX,19655316,78741,0.36764705882352944
4021,13,798743.0,49633.0,28,48969.0,15.5,7.9,0.9,1.2,75.3,TX,55501476,78744,0.4642857142857143
4026,60,6703191.19,62265.0,135,62771.0,49.9,4.9,0.4,2.6,40.6,TX,34597835,78745,0.4444444444444444
4027,37,8298726.0,139951.0,94,28495.0,76.3,0.9,0.0,7.4,13.7,TX,58390387,78746,0.39361702127659576
4028,8,368471.0,81184.0,10,20166.0,30.2,6.3,0.6,3.1,59.5,TX,61549774,78747,0.8
4030,31,2108942.2,48883.0,108,32846.0,90.0,3.5,0.1,2.2,2.5,NY,196747484,12901,0.28703703703703703
4032,6,323141.0,74785.0,5,6197.0,94.8,0.4,0.0,0.2,1.7,MO,157386649,65010,1.2
4034,3,52150.0,34047.0,7,2727.0,96.6,0.0,0.2,0.8,2.1,MO,318603641,65013,0.42857142857142855
4038,4,138900.0,58731.0,10,7554.0,87.2,2.1,0.9,0.3,8.2,MO,423178358,65018,0.4
