,n_loans,loan_amount,med_income,n_restaurants,tot_pop,pct_white_alone,pct_black,pct_amind,pct_asian,pct_hispanic,state,aland10,zip,pct_with_loan
23890,16,2285700.0,61890.0,26,13362.0,67.2,5.8,0.5,0.1,26.4,FL,13555411,33315,0.6153846153846154
23891,49,5080266.88,57862.0,94,9801.0,72.3,8.8,0.0,2.6,15.9,FL,12746536,33316,0.5212765957446809
23892,25,1199637.37,65934.0,49,38360.0,39.0,27.2,0.1,3.5,27.6,FL,24859461,33317,0.5102040816326531
23893,25,1574889.46,45531.0,40,47021.0,18.2,59.9,0.1,2.1,17.5,FL,18025987,33319,0.625
23894,26,1170489.7,48986.0,34,47974.0,40.4,24.9,0.3,3.4,30.9,FL,21300836,33321,0.7647058823529411
23896,39,2108187.54,49681.0,71,39049.0,42.5,20.3,0.2,4.1,31.4,FL,14083902,33322,0.5492957746478874
23897,30,3134120.45,87667.0,84,21195.0,41.0,16.3,0.0,4.1,36.8,FL,15524471,33323,0.35714285714285715
23898,56,7223268.550000001,65297.0,135,48807.0,48.0,13.1,0.1,5.0,31.4,FL,23579012,33324,0.4148148148148148
23899,10,457057.45,78367.0,28,28987.0,46.2,6.6,0.0,5.4,39.9,FL,24312788,33325,0.35714285714285715
23900,47,3762452.49,84910.0,86,32946.0,36.0,4.6,0.1,4.9,53.2,FL,23291348,33326,0.5465116279069767
23901,14,776279.0,106414.0,6,23762.0,33.5,4.0,1.2,3.7,57.0,FL,29069967,33327,2.3333333333333335
23902,42,3769231.09,85858.0,70,28782.0,61.0,4.7,0.1,6.0,26.1,FL,24345098,33328,0.6
23903,19,1519208.8,122204.0,29,15226.0,49.3,10.1,0.4,4.7,33.9,FL,26581702,33330,0.6551724137931034
23904,23,1855392.0,119518.0,53,25854.0,40.5,7.1,0.1,8.2,41.9,FL,32119512,33331,0.4339622641509434
23905,20,622829.14,127708.0,6,11518.0,41.4,6.6,0.6,6.3,44.4,FL,79003802,33332,3.3333333333333335
23906,48,10974687.0,51241.0,66,29478.0,49.5,13.9,0.5,2.5,33.1,FL,12397371,33334,0.7272727272727273
23909,4,256365.19,77340.0,10,7924.0,92.7,1.1,0.0,1.3,3.7,NY,69886747,12033,0.4
23912,8,340468.0,57841.0,15,4444.0,91.3,4.7,0.0,1.0,1.9,NY,79851422,12037,0.5333333333333333
23913,5,238897.0,47605.0,4,16786.0,68.2,14.2,0.0,1.9,12.9,FL,7917467,33066,1.25
23914,36,2458751.85,98750.0,68,27784.0,54.9,13.5,0.0,7.2,22.7,FL,26814587,33067,0.5294117647058824
23915,19,820744.6,44857.0,33,51617.0,13.5,56.4,0.2,4.0,23.7,FL,15334588,33068,0.5757575757575758
23916,27,6038904.0,47279.0,49,27612.0,34.1,41.7,0.5,1.6,20.1,FL,24289334,33069,0.5510204081632653
23917,11,786511.89,68375.0,18,5518.0,80.0,0.4,0.3,0.5,18.1,FL,11306286,33070,0.6111111111111112
23918,41,5211679.87,89440.0,80,39839.0,48.7,17.0,0.6,3.6,27.5,FL,19355122,33071,0.5125
23919,42,4429480.65,75640.0,89,34652.0,51.2,15.5,0.0,3.9,26.5,FL,20667502,33073,0.47191011235955055
23922,2,139385.0,48694.0,6,5348.0,79.8,8.2,0.7,0.7,8.8,TX,1018407823,77856,0.3333333333333333
23924,9,609380.0,62031.0,12,6822.0,39.5,25.9,0.5,0.0,33.9,TX,439037086,77859,0.75
23926,13,1409904.0,49467.0,33,7198.0,59.5,10.6,0.4,5.5,20.5,TX,519700273,77864,0.3939393939393939
23927,37,1767744.97,42996.0,86,43123.0,27.1,8.7,0.4,0.8,62.6,TX,51249486,77901,0.43023255813953487
23928,28,2230772.01,77123.0,70,28135.0,57.5,3.9,0.2,2.4,33.6,TX,312460031,77904,0.4
23929,2,74907.5,72237.0,4,14645.0,69.7,2.6,0.0,0.0,26.7,TX,1087161968,77905,0.5
23932,9,322011.0,55606.0,15,11939.0,52.2,14.0,0.2,0.0,33.5,TX,958411357,77954,0.6
23933,2,157300.0,54438.0,14,8617.0,55.3,10.8,0.0,1.2,32.0,TX,979064673,77957,0.14285714285714285
23937,2,44500.0,54223.0,11,5712.0,53.3,6.6,0.0,0.8,39.2,TX,1676793252,77963,0.18181818181818182
23938,5,368260.0,51769.0,9,8304.0,78.7,6.9,0.5,0.3,13.0,TX,1500425386,77964,0.5555555555555556
23948,5,208016.0,75273.0,3,13567.0,74.3,19.6,0.1,1.8,1.7,SC,73848682,29369,1.6666666666666667
23954,3,221240.91999999998,63750.0,11,7842.0,77.4,16.5,0.0,0.7,5.0,SC,96585268,29376,0.2727272727272727
23957,1,139000.0,37837.0,3,738.0,85.8,0.0,0.0,0.0,11.5,NC,26479487,27966,0.3333333333333333
23959,7,162567.0,31382.0,10,8631.0,35.8,58.7,2.3,1.1,1.4,NC,861119892,27983,0.7
23961,1,124677.0,57554.0,6,125.0,85.6,14.4,0.0,0.0,14.4,NC,20160506,27968,0.16666666666666666
23972,15,1599254.5,47088.0,41,14267.0,81.8,6.6,0.3,0.7,8.2,MI,204134685,49090,0.36585365853658536
23973,15,773287.4,46868.0,34,19857.0,81.6,0.6,0.6,0.1,15.4,MI,225606219,49091,0.4411764705882353
23975,10,329845.0,51609.0,32,18381.0,84.2,5.7,0.3,1.0,4.5,MI,273792273,49093,0.3125
23976,1,35375.0,49219.0,5,4088.0,95.4,0.0,0.2,0.6,2.5,MI,147896646,49094,0.2
23979,6,313389.5,68618.0,11,11124.0,95.6,0.2,0.2,0.1,2.1,MI,192725521,49097,0.5454545454545454
23980,3,190905.0,43558.0,9,5944.0,86.2,0.7,0.5,0.4,8.1,MI,84043929,49098,0.3333333333333333
23981,4,191651.5,49258.0,5,5477.0,93.3,0.1,0.3,0.3,5.0,MI,152958592,49099,0.8
23984,5,197445.0,44784.0,11,10612.0,57.2,18.1,0.8,7.3,13.4,MI,115241003,49103,0.45454545454545453
23986,4,203551.45,64331.0,10,9967.0,93.2,0.6,0.2,1.4,1.4,MI,111466518,49112,0.4
23991,3,470906.0,41375.0,4,1738.0,62.9,1.8,5.9,0.0,7.8,OK,12307589,74554,0.75
23997,1,20100.0,44583.0,3,1943.0,72.1,0.8,7.7,0.0,3.1,OK,348363526,74561,0.3333333333333333
24009,8,367867.5,45257.0,8,3740.0,73.4,0.7,11.1,1.0,8.3,OK,305500387,74653,1.0
24010,34,1674340.01,41816.0,51,25267.0,69.3,2.1,15.2,0.6,7.0,OK,456393362,74701,0.6666666666666666
24016,4,204433.0,53237.0,11,8219.0,92.3,1.0,0.1,0.4,5.0,OH,219141742,43449,0.36363636363636365
24017,2,40900.0,64122.0,3,3636.0,93.0,1.1,0.1,0.0,5.1,OH,110424224,43450,0.6666666666666666
24018,32,3170650.27,62162.0,72,22014.0,85.1,2.5,0.4,0.9,9.8,FL,9845308,33062,0.4444444444444444
24019,37,1501164.19,45964.0,64,54937.0,43.6,23.2,0.1,4.1,27.1,FL,22817983,33063,0.578125
24020,50,14392701.319999998,49984.0,73,61397.0,42.0,30.6,0.5,2.0,22.9,FL,27106334,33064,0.684931506849315
24021,42,2466633.21,54621.0,123,57399.0,32.4,29.4,0.2,4.6,31.2,FL,21475416,33065,0.34146341463414637
24023,12,847103.88,89089.0,24,28039.0,87.6,2.9,0.6,3.2,2.0,MN,48324751,55014,0.5
24025,14,678059.71,94621.0,31,35783.0,80.0,4.8,0.5,7.4,4.4,MN,75572182,55016,0.45161290322580644
24026,20,1337035.5,81186.0,65,27406.0,91.5,1.8,0.0,2.5,3.0,IA,66675533,50021,0.3076923076923077
24029,7,381753.83,59931.0,4,5920.0,53.2,36.7,0.5,3.6,3.4,GA,4379415,30002,1.75
24030,90,7914210.16,111925.0,159,64232.0,64.9,9.3,0.1,12.1,11.3,GA,148629774,30004,0.5660377358490566
24031,58,9319990.7,127764.0,87,40056.0,56.0,10.5,0.4,25.0,5.8,GA,37610169,30005,0.6666666666666666
24032,10,760238.0,47702.0,24,31982.0,23.4,40.8,0.4,2.1,31.3,GA,24489388,30008,0.4166666666666667
24033,82,12552754.44,91811.0,82,16097.0,60.1,10.1,0.2,17.3,10.1,GA,24851413,30009,1.0
24035,17,394493.99,43492.0,37,27605.0,32.8,45.7,0.2,1.2,18.9,GA,110947062,30012,0.4594594594594595
24036,28,1505234.05,61085.0,103,26368.0,24.1,65.8,0.0,2.3,6.9,GA,73488121,30013,0.27184466019417475
24037,35,1883756.5200000003,48076.0,89,38445.0,56.4,34.5,0.0,0.5,6.8,GA,305054095,30014,0.39325842696629215
24038,13,283786.62,54575.0,25,54242.0,37.0,54.6,0.5,1.3,5.1,GA,237451690,30016,0.52
24039,14,634428.0,93813.0,27,24416.0,51.4,31.3,0.1,8.1,6.7,GA,30984540,30017,0.5185185185185185
24040,32,1778626.3299999998,96742.0,69,49262.0,58.3,22.8,0.1,4.6,11.0,GA,120016945,30019,0.463768115942029
24041,9,1177407.0,34360.0,13,24137.0,10.5,52.0,0.9,30.5,2.9,GA,9160134,30021,0.6923076923076923
24042,87,4526905.29,105988.0,160,68807.0,56.9,13.9,0.4,17.3,9.1,GA,65913809,30022,0.54375
24043,130,9999493.87,108845.0,231,77334.0,55.1,9.7,0.2,24.9,7.9,GA,110286504,30024,0.5627705627705628
24044,6,236169.41,69710.0,8,9308.0,74.0,19.9,1.0,0.0,4.9,GA,176421524,30025,0.75
24045,9,243418.0,87759.0,5,24978.0,86.6,1.7,0.4,1.9,8.9,GA,133005353,30028,1.8
24046,68,7043185.67,81331.0,97,29490.0,65.0,22.0,0.2,4.8,3.7,GA,16895411,30030,0.7010309278350515
24047,18,414640.42,38448.0,56,49456.0,10.7,84.0,0.3,0.7,2.2,GA,35327670,30032,0.32142857142857145
24048,40,3389535.34,78053.0,74,32968.0,61.4,13.4,0.5,14.4,7.4,GA,23924102,30033,0.5405405405405406
24049,13,388940.67,51603.0,52,46214.0,1.8,94.8,0.0,0.5,2.0,GA,43918823,30034,0.25
24050,10,257691.7,43595.0,32,22697.0,3.8,91.1,0.8,0.8,2.6,GA,22159069,30035,0.3125
24051,2,174940.0,26257.0,6,23453.0,21.9,61.2,0.4,0.3,6.5,OH,12214339,43211,0.3333333333333333
24052,37,2211761.83,84525.0,69,55386.0,37.9,18.5,0.6,11.8,28.8,VA,10671658,22204,0.5362318840579711
24053,2,106504.25,58371.0,3,7406.0,89.7,3.9,1.4,1.1,1.5,MI,269470409,49649,0.6666666666666666
24054,3,48700.0,52326.0,9,3798.0,93.0,0.7,2.1,0.0,2.1,MT,1178889865,59759,0.3333333333333333
24055,4,130861.82,49417.0,12,7360.0,97.4,0.8,0.4,0.0,0.6,TN,186331922,37187,0.3333333333333333
24057,42,5434770.46,65199.0,101,21350.0,86.9,3.5,0.0,4.2,4.1,OH,9295868,43212,0.4158415841584158
24058,1,72032.0,75110.0,5,3251.0,96.7,0.0,0.0,0.0,0.9,MI,63789774,49650,0.2
24059,24,718943.04,66570.0,64,38517.0,16.4,7.3,0.6,23.9,45.7,NY,4225699,11418,0.375
24060,33,961783.0,70882.0,65,49618.0,4.3,16.4,1.0,32.6,18.9,NY,2899294,11419,0.5076923076923077
24061,12,545055.0,67932.0,43,48489.0,4.9,24.5,0.9,31.0,24.0,NY,5380501,11420,0.27906976744186046
24062,18,559499.67,89235.0,34,32082.0,3.3,85.2,1.0,2.1,9.6,NY,5191049,11422,0.5294117647058824
24063,14,812936.0,55160.0,15,6316.0,92.7,0.0,0.0,0.3,5.3,NE,552970953,68949,0.9333333333333333
24066,32,2901604.85,58527.0,56,4395.0,97.6,0.6,0.0,0.4,0.5,NH,52084991,03860,0.5714285714285714
24069,13,439217.0,46613.0,34,52951.0,2.3,0.6,0.3,1.3,95.8,CA,8475626,90063,0.38235294117647056
24072,2,500000.0,62301.0,4,5820.0,91.5,3.6,1.3,0.7,1.4,TN,249303757,37020,0.5
24073,24,1084630.27,94552.0,64,36260.0,65.6,4.2,0.3,22.6,4.0,OH,46919252,43016,0.375
24074,12,1377210.0,75728.0,21,17579.0,93.9,1.1,0.3,0.4,2.7,MI,234285014,49331,0.5714285714285714
24080,15,667896.04,49161.0,21,9026.0,94.3,0.1,0.8,1.3,2.5,MT,2801030795,59457,0.7142857142857143
24081,5,230430.65,70032.0,15,11432.0,93.9,0.5,0.1,0.1,3.8,MI,205952549,49333,0.3333333333333333
24082,56,4494375.5,95865.0,131,25429.0,63.3,2.8,0.6,17.8,12.3,CA,10388700,90064,0.42748091603053434
24083,21,862508.98,63147.0,53,47887.0,20.7,2.1,1.4,16.7,59.4,CA,13672051,90065,0.39622641509433965
24084,2,52700.0,63089.0,3,3632.0,93.6,0.0,1.1,0.6,4.4,NV,1351280599,89040,0.6666666666666666
24087,8,414792.31,82144.0,9,20406.0,71.2,3.3,0.2,15.0,5.5,NV,81182989,89044,0.8888888888888888
24090,46,3882927.12,79088.0,74,59394.0,47.4,4.0,3.4,14.3,28.9,CA,12745916,90066,0.6216216216216216
24091,28,7537147.0,129306.0,62,2314.0,70.4,1.1,0.0,23.8,3.7,CA,849911,90067,0.45161290322580644
24092,22,1891219.0,83756.0,26,20982.0,73.3,3.8,0.1,6.8,11.2,CA,20067144,90068,0.8461538461538461
24093,95,21966669.89,92952.0,152,20435.0,74.6,2.9,0.3,7.4,10.6,CA,5475727,90069,0.625
24095,4,276535.0,97843.0,13,6190.0,97.5,0.0,0.0,0.7,0.3,NH,51228902,03848,0.3076923076923077
24098,2,57865.0,68445.0,5,4072.0,97.9,0.4,0.0,0.2,0.2,NH,68395373,03851,0.4
24107,20,1787483.4100000001,71805.0,49,49397.0,65.8,4.7,0.5,8.0,17.1,NV,23239038,89074,0.40816326530612246
24109,1,61600.0,146389.0,3,1670.0,92.8,1.1,0.5,1.5,1.5,NH,18368999,03856,0.3333333333333333
24110,12,613939.0,44406.0,53,71573.0,19.7,9.4,0.8,6.0,62.8,NV,28762650,89110,0.22641509433962265
24111,34,5576107.0,72212.0,67,30626.0,43.6,9.7,0.1,22.5,17.2,NV,28867708,89113,0.5074626865671642
24112,11,1464694.5,36050.0,39,61811.0,18.6,20.6,0.8,2.7,54.5,NV,64700576,89115,0.28205128205128205
24114,10,658265.94,75193.0,19,9064.0,90.8,0.8,0.0,3.4,3.3,NH,32752185,03857,0.5263157894736842
24115,3,399227.0,93364.0,21,9325.0,91.8,1.6,0.1,4.7,0.7,NY,52132876,12061,0.14285714285714285
24120,2,85137.0,73387.0,10,10413.0,93.8,0.2,0.1,0.2,3.4,MI,127153760,49323,0.2
24121,1,30000.0,42379.0,3,1857.0,97.5,0.0,0.2,1.0,1.1,MT,2202521015,59442,0.3333333333333333
24129,38,1826794.5,54811.0,83,97819.0,41.1,35.1,0.4,4.3,16.4,TN,104058994,37013,0.4578313253012048
24131,1,62607.0,47347.0,3,8429.0,86.3,0.5,0.3,0.6,11.4,MI,239863278,49327,0.3333333333333333
24134,1,79991.0,59338.0,4,4055.0,96.3,1.0,1.3,0.1,0.3,MI,146525359,49328,0.25
24137,9,552162.0,51420.0,17,17323.0,90.0,1.4,0.5,0.5,4.8,TN,398158005,37015,0.5294117647058824
24140,42,4122464.83,75359.0,78,55462.0,88.0,4.1,0.1,2.6,2.7,OH,323657200,43015,0.5384615384615384
24141,2,87087.0,53654.0,5,8502.0,96.0,0.3,0.8,0.2,1.4,MI,211333480,49329,0.4
24143,3,95218.25,61591.0,4,5590.0,88.1,2.3,0.1,0.0,8.4,MI,114819967,49330,0.75
24146,14,479076.0,64278.0,42,68201.0,33.9,18.1,0.4,6.3,36.1,NV,24608810,89031,0.3333333333333333
24147,13,824685.16,59427.0,54,44034.0,23.2,25.8,0.3,6.6,40.8,NV,26618005,89032,0.24074074074074073
24150,4,117636.0,43164.0,33,21408.0,81.7,1.5,0.8,2.3,10.5,NV,198442677,89048,0.12121212121212122
24152,48,5454954.31,80984.0,117,54586.0,66.2,5.0,0.3,13.3,11.7,NV,134590773,89052,0.41025641025641024
24154,4,95028.0,65322.0,17,36060.0,26.9,28.1,0.4,6.7,32.2,NV,19284131,89081,0.23529411764705882
24155,7,331013.0,75571.0,22,27218.0,45.5,16.0,0.8,12.1,20.6,NV,28365458,89084,0.3181818181818182
24158,52,7006687.13,25245.0,87,41600.0,19.6,15.9,1.8,3.2,58.6,NV,13853604,89101,0.5977011494252874
24159,87,6686658.92,35627.0,189,38637.0,24.9,13.7,1.5,8.6,51.6,NV,13886219,89102,0.4603174603174603
24160,64,5682241.119999999,40261.0,163,52149.0,30.1,14.2,0.4,14.9,36.6,NV,17353979,89103,0.39263803680981596
24161,39,2539876.82,35484.0,110,38703.0,26.0,9.1,1.9,4.2,58.6,NV,14684470,89104,0.35454545454545455
24162,14,6104148.07,30444.0,43,26018.0,11.7,39.8,0.9,4.7,39.3,NV,13709061,89106,0.32558139534883723
24163,12,774528.0,40605.0,47,38165.0,34.6,8.1,2.7,3.4,48.3,NV,14155203,89107,0.2553191489361702
24164,22,5986531.5,46759.0,61,73678.0,33.7,16.3,0.8,3.9,42.3,NV,23228108,89108,0.36065573770491804
24165,17,2985966.0,18920.0,19,7585.0,3.4,12.1,0.0,0.0,89.0,FL,1028394,33128,0.8947368421052632
24166,76,20439467.86,43206.0,326,7844.0,45.8,15.9,2.0,8.5,27.9,NV,11533818,89109,0.2331288343558282
24167,75,9845517.590000002,57954.0,130,55061.0,55.7,8.2,0.6,14.3,16.4,NV,23643860,89117,0.5769230769230769
24168,47,6072509.0,55444.0,104,22105.0,42.0,12.8,0.5,15.8,24.7,NV,27401045,89118,0.4519230769230769
24169,90,13728767.940000003,34312.0,203,52278.0,29.1,12.9,1.4,9.5,43.8,NV,33485210,89119,0.4433497536945813
24170,46,2165185.54,58962.0,72,35581.0,26.0,38.4,0.4,3.9,28.7,FL,14341874,33351,0.6388888888888888
24171,12,803522.86,82143.0,20,13128.0,26.9,2.6,0.3,2.8,67.5,FL,3498337,33129,0.6
24172,73,7107987.33,48767.0,132,28287.0,41.9,39.2,0.0,2.2,15.6,FL,13472555,33401,0.553030303030303
24173,17,3134383.52,50320.0,43,12558.0,38.3,46.9,0.0,3.6,7.3,FL,8322097,33403,0.3953488372093023
24174,17,1233514.25,42044.0,30,28717.0,22.5,70.8,0.0,1.4,4.0,FL,19394288,33404,0.5666666666666667
24175,33,2454058.77,49770.0,55,20537.0,33.4,6.4,0.0,1.5,57.0,FL,11600413,33405,0.6
24176,12,354913.48,60142.0,42,26858.0,33.7,12.2,0.4,0.9,52.1,FL,22425469,33406,0.2857142857142857
24180,4,329334.0,51408.0,21,8171.0,90.5,4.1,0.4,0.4,3.8,NY,159967362,12043,0.19047619047619047
24183,13,804470.0,56372.0,30,20935.0,82.9,4.4,0.5,3.1,4.6,NY,22868384,12047,0.43333333333333335
24184,4,127600.0,67906.0,8,6421.0,64.1,22.6,0.0,1.1,13.3,NY,55230328,12051,0.5
24187,15,618297.3999999999,103424.0,32,16649.0,90.1,3.3,0.0,3.4,2.1,NY,40011215,12054,0.46875
24188,2,26635.5,88269.0,7,2743.0,90.8,0.5,0.0,0.0,8.6,NY,46645477,12056,0.2857142857142857
24195,43,2957330.8200000003,90544.0,130,42868.0,84.4,3.7,0.3,5.7,4.4,NY,90379369,12065,0.33076923076923076
24198,61,4619241.23,30618.0,121,27818.0,11.1,4.1,0.0,0.9,84.5,FL,2855689,33130,0.5041322314049587
24199,33,1869379.65,124303.0,50,36600.0,62.5,7.5,0.3,7.7,19.6,FL,27487038,33076,0.66
24203,13,486264.11000000004,27518.0,35,61492.0,3.3,7.4,0.0,0.8,92.9,FL,10113792,33125,0.37142857142857144
24204,95,7642144.26,35319.0,80,52987.0,2.8,1.6,0.0,1.0,95.8,FL,13004237,33126,1.1875
24205,73,8909368.7,30231.0,93,33464.0,3.0,51.2,0.0,1.1,47.8,FL,8551014,33127,0.7849462365591398
24206,52,4408909.890000001,63992.0,72,34460.0,29.8,10.9,0.3,1.5,57.6,FL,10825909,33133,0.7222222222222222
24207,4,78242.32,53173.0,5,971.0,65.7,0.0,0.0,0.0,27.1,TX,33189076,77982,0.8
24208,3,232604.8,42727.0,3,2301.0,62.8,1.1,0.0,3.0,29.0,TX,292292309,77983,1.0
24209,3,238603.0,60901.0,6,4028.0,88.6,6.3,0.0,0.2,4.4,TX,403851075,77984,0.5
24212,9,345167.48,50959.0,14,10411.0,54.2,6.0,1.7,0.0,38.4,TX,924184843,77995,0.6428571428571429
24214,1,3085.0,45509.0,5,7329.0,18.1,1.0,0.2,0.0,80.8,TX,107547024,78002,0.2
24215,5,324944.0,54932.0,19,9539.0,78.4,0.5,1.6,0.2,19.4,TX,584665360,78003,0.2631578947368421
24218,30,2021727.15,80339.0,65,32931.0,74.7,0.9,0.3,0.3,22.7,TX,807758269,78006,0.46153846153846156
24221,10,732344.44,54824.0,15,8620.0,44.7,1.1,0.0,0.7,52.1,TX,185223202,78009,0.6666666666666666
24225,6,168784.85,146103.0,8,8134.0,75.9,1.6,0.0,13.7,4.9,NJ,6241300,07649,0.75
24226,54,1601782.1099999999,64626.0,85,20536.0,18.0,1.1,0.4,59.4,20.2,NJ,3174715,07650,0.6352941176470588
24227,12,773691.0,61268.0,35,24424.0,40.2,44.7,0.1,1.2,8.2,MD,20634295,21040,0.34285714285714286
24228,82,6862492.420000001,117087.0,130,26613.0,59.2,3.0,0.1,27.4,9.6,NJ,27030519,07652,0.6307692307692307
24229,17,1508649.05,208275.0,29,8254.0,85.7,0.5,0.0,3.8,7.4,NY,42307284,10504,0.5862068965517241
24230,6,812841.0,109375.0,4,2158.0,77.8,7.8,0.0,1.0,12.4,NY,3799276,10511,1.5
24231,14,521966.0,97363.0,44,24716.0,78.2,3.6,0.1,1.7,16.1,NY,141333556,10512,0.3181818181818182
24232,8,1052295.5,250001.0,20,12389.0,84.2,1.9,0.1,10.4,2.0,NY,33216376,10514,0.4
24233,11,596531.0,102841.0,21,5542.0,89.2,0.3,0.3,1.1,8.2,NY,81626593,10516,0.5238095238095238
24235,6,248325.0,198255.0,7,1231.0,87.1,0.0,0.0,11.1,1.8,NY,8928147,10518,0.8571428571428571
24241,20,5877707.62,105584.0,26,23049.0,92.6,1.1,0.5,2.6,2.6,NE,97721348,68022,0.7692307692307693
24243,19,979214.0,52256.0,58,30488.0,82.7,1.1,1.0,0.4,14.0,NE,322090225,68025,0.3275862068965517
24244,6,339864.0,106430.0,18,13588.0,93.1,0.6,0.0,0.7,3.1,NE,166547542,68028,0.3333333333333333
24249,3,61482.74,82895.0,4,2714.0,94.4,0.3,0.0,0.1,3.4,NE,150418880,68037,0.75
24256,3,40894.04,26691.0,3,1810.0,62.7,7.1,17.7,0.0,7.0,OK,513794426,74727,1.0
24257,15,923052.22,37281.0,13,11342.0,66.7,3.8,14.2,0.4,5.0,OK,1026473513,74728,1.1538461538461537
24259,2,148800.0,49871.0,6,4800.0,71.0,1.3,18.0,0.6,4.6,OK,164311661,74730,0.3333333333333333
24268,12,336982.84,30158.0,17,8397.0,57.7,15.9,13.3,0.0,5.3,OK,568088874,74743,0.7058823529411765
24269,13,635320.44,31496.0,21,9499.0,51.8,16.9,12.8,1.4,10.0,OK,440035613,74745,0.6190476190476191
24270,3,106079.0,67283.0,3,460.0,93.0,4.3,0.0,0.0,2.6,MI,3459965,49115,1.0
24274,19,975105.0,73699.0,34,18929.0,11.1,21.0,0.2,25.8,25.3,NY,2153825,11428,0.5588235294117647
24276,18,1657969.0,39563.0,39,19386.0,80.2,5.9,0.2,1.8,8.5,IN,27748201,46808,0.46153846153846156
24277,4,196067.0,38855.0,19,8365.0,78.8,10.4,0.2,0.2,7.5,IN,59277864,46809,0.21052631578947367
24278,19,2505640.0,119432.0,9,12438.0,81.5,4.8,0.0,7.5,1.8,IN,44104670,46814,2.111111111111111
24279,1,16500.0,63051.0,9,4672.0,93.0,1.7,0.4,0.4,2.5,MI,97284370,49236,0.1111111111111111
24282,37,7665865.75,48573.0,60,12349.0,79.3,3.8,0.8,3.2,9.0,WA,38633941,98660,0.6166666666666667
24283,5,97473.51,45417.0,14,8075.0,89.7,0.3,1.4,1.1,4.9,ID,2074682952,83805,0.35714285714285715
24284,13,1180233.6,56190.0,22,3607.0,89.4,1.1,0.0,2.6,6.5,MI,49550274,49117,0.5909090909090909
24286,27,2350212.9699999997,47348.0,47,36490.0,83.9,7.0,0.4,0.7,4.9,MI,304174252,49120,0.574468085106383
24287,8,259287.82,38994.0,11,7552.0,93.9,1.4,0.0,0.0,2.2,TN,654647469,37033,0.7272727272727273
24290,8,334391.0,70266.0,22,31400.0,8.9,38.8,0.7,28.5,14.2,NY,3665704,11423,0.36363636363636365
24293,22,4500714.15,49267.0,35,25124.0,45.6,7.7,0.3,7.7,35.3,NV,18042393,89120,0.6285714285714286
24294,33,1855903.0,39528.0,105,64340.0,37.2,10.9,1.1,4.7,42.9,NV,23875461,89121,0.3142857142857143
24295,19,4119648.55,66235.0,22,10968.0,90.5,2.7,0.1,3.2,2.7,MI,41930819,49127,0.8636363636363636
24298,3,31375.0,45708.0,38,49934.0,33.7,11.2,1.7,11.9,36.6,NV,23441566,89122,0.07894736842105263
24299,52,3392442.86,66710.0,175,60138.0,51.9,7.5,0.7,14.2,20.7,NV,27596140,89123,0.29714285714285715
24304,1,104618.0,66343.0,6,2485.0,53.4,2.4,30.3,3.6,10.8,AZ,702610946,86023,0.16666666666666666
24305,35,1853259.01,46367.0,91,53961.0,30.3,2.6,0.7,5.9,59.7,CA,40747566,92234,0.38461538461538464
24306,1,11411.0,80132.0,3,649.0,82.4,0.0,1.1,0.0,9.7,AZ,1367999574,86024,0.3333333333333333
24307,15,736296.88,34222.0,53,45090.0,1.4,0.6,0.6,0.2,97.7,CA,56673061,92236,0.2830188679245283
24309,6,203425.0,45425.0,18,5660.0,50.3,3.1,18.1,2.5,24.2,AZ,1858755673,86025,0.3333333333333333
24311,4,538551.0,53779.0,7,3370.0,95.0,0.5,0.3,0.4,2.8,MI,111092060,49128,0.5714285714285714
24313,8,358358.0,36067.0,33,34447.0,30.6,8.6,0.5,2.5,55.6,CA,94745057,92240,0.24242424242424243
24315,3,51672.0,30532.0,3,7904.0,55.8,1.9,0.3,0.8,41.3,CA,357734654,92241,1.0
24316,6,401661.0,72917.0,7,628.0,89.5,4.0,0.0,0.0,6.5,MI,12978882,49129,0.8571428571428571
24319,15,2966244.0,56212.0,36,45817.0,82.9,10.0,0.7,1.1,3.0,MI,395597349,49201,0.4166666666666667
24320,17,1077958.52,34505.0,74,19058.0,78.9,10.7,0.3,1.5,5.0,MI,36098959,49202,0.22972972972972974
24321,15,3038376.5,42512.0,41,38659.0,76.4,13.9,0.2,0.8,5.2,MI,68169617,49203,0.36585365853658536
24323,38,2482304.87,47350.0,67,40615.0,77.4,5.6,0.5,0.3,13.9,MI,306755064,49221,0.5671641791044776
24324,4,217967.82,37416.0,15,14103.0,69.9,20.4,0.5,0.4,6.2,MI,256074102,49224,0.26666666666666666
24331,9,657480.0,64643.0,30,13840.0,84.8,12.2,0.5,0.9,1.3,FL,264702447,32063,0.3
24332,37,3047583.13,46648.0,100,50484.0,10.7,2.1,0.6,2.3,84.5,CA,285536421,92243,0.37
24334,2,21670.0,53042.0,7,8979.0,21.9,0.9,0.0,1.8,76.1,CA,1073850614,92250,0.2857142857142857
24335,2,205000.0,23864.0,7,7407.0,3.8,0.2,94.1,0.4,0.7,AZ,3056708742,86033,0.2857142857142857
24336,9,624078.0,84544.0,14,23388.0,15.8,5.2,0.8,2.7,75.1,CA,516782193,92251,0.6428571428571429
24339,3,228392.0,57895.0,9,5253.0,94.2,0.5,0.9,0.0,2.7,MI,205760969,49228,0.3333333333333333
24341,5,403755.0,62014.0,16,10259.0,93.6,1.7,0.2,0.8,2.4,MI,169940448,49230,0.3125
